seed,path,layer,matrix_shape,matrix_rows,matrix_cols,elements,frobenius_norm,spectral_norm,stable_rank,effective_rank_entropy,rank_90_energy,rank_95_energy,rank_99_energy,rank_995_energy,rank_999_energy,rank_384_relative_error,rank_320_relative_error,rank_256_relative_error,rank_192_relative_error,rank_160_relative_error,rank_128_relative_error,rank_96_relative_error,rank_64_relative_error
seed2,layers.m_wv,7,"[512, 512]",512,512,262144,46.354965841,7.77979236527,35.5023023457,217.258087026,211,269,367,397,444,0.0822201409734,0.153665477767,0.242207454549,0.350581900099,0.413882031549,0.485260487913,0.567240279484,0.663836682931
seed2,layers.m_wv,8,"[512, 512]",512,512,262144,47.2280681443,12.4897858558,14.2984966501,181.111667792,191,251,355,387,439,0.0728901385261,0.136035241124,0.215912332752,0.314252075264,0.372555794152,0.439152039412,0.517538228233,0.615706313702
seed2,layers.m_wv,9,"[512, 512]",512,512,262144,47.1976393536,9.63071187132,24.0172774386,164.825553363,180,241,348,381,434,0.0680951314703,0.127931133372,0.202991720761,0.295936133432,0.35114655171,0.41421321113,0.487721808551,0.580087534235
seed2,layers.m_wv,10,"[512, 512]",512,512,262144,45.6249047289,7.65812472497,35.4943371876,217.443710529,213,270,368,397,445,0.0826970176474,0.15506509771,0.244655469702,0.354082668534,0.417106718511,0.488143852341,0.569032472154,0.664457007657
seed2,layers.m_wv,11,"[512, 512]",512,512,262144,46.3860879513,7.42373049814,39.0419139031,210.62875153,206,264,364,394,443,0.0796913393126,0.148734428326,0.235145620916,0.341108512367,0.403333763193,0.472865151781,0.553432193333,0.650781544636
seed2,layers.m_w_read,0,"[512, 512]",512,512,262144,41.7559742891,24.2917257145,2.95474839595,39.6788863346,71,100,211,266,364,0.0252204364075,0.0474492168883,0.0755087964547,0.111423909726,0.135188142726,0.170833736354,0.233371361682,0.340860927473
seed2,layers.m_w_read,1,"[512, 512]",512,512,262144,45.8879805385,15.697505904,8.54548233554,127.892102664,162,222,334,369,427,0.0592224068037,0.112170584964,0.179980726477,0.266317141083,0.319602372868,0.381780668085,0.456564278909,0.549963765347
seed2,layers.m_w_read,2,"[512, 512]",512,512,262144,47.9717603005,13.2554146221,13.0973874896,151.964268894,175,235,343,377,433,0.0648773777328,0.122186482042,0.194738739984,0.286732342555,0.342064795943,0.406093569357,0.482698961161,0.57834120884
seed2,layers.m_w_read,3,"[512, 512]",512,512,262144,48.2546832047,12.0945719151,15.9183458137,167.098496464,185,244,350,383,435,0.0690884915599,0.129970909691,0.206579876143,0.303485301324,0.361416828925,0.427623665834,0.50519996144,0.599670392755
seed2,layers.m_w_read,4,"[512, 512]",512,512,262144,49.2073584736,8.83108269897,31.047897833,205.96023891,205,263,362,392,442,0.0779330638195,0.147155003196,0.233388482013,0.339598155856,0.402158019826,0.47248012428,0.554020750479,0.650098142329
seed2,layers.m_w_read,5,"[512, 512]",512,512,262144,50.2860275824,11.1603937535,20.3018504264,206.390918183,211,269,366,396,444,0.0816866511874,0.152718351794,0.241544217609,0.349146612604,0.411968158556,0.482350733785,0.562607863042,0.656770495655
seed2,layers.m_w_read,6,"[512, 512]",512,512,262144,50.0597103791,11.5124553028,18.9077891758,209.843988093,213,270,367,397,444,0.0823368644387,0.154253229204,0.243816721144,0.35278409774,0.415892831819,0.486573844878,0.567562648653,0.662797125097
seed2,layers.m_w_read,7,"[512, 512]",512,512,262144,50.0108942746,12.9686107928,14.8710737606,192.713721312,207,265,364,394,442,0.0797158633893,0.149451130326,0.236632292705,0.341789453316,0.403415623766,0.472538454508,0.551545063509,0.64507074745
seed2,layers.m_w_read,8,"[512, 512]",512,512,262144,50.5745443942,14.1318090628,12.8076200749,169.6223367,203,262,362,392,442,0.0773502780018,0.146310769109,0.231449423685,0.334937862927,0.394960450239,0.462152374266,0.538366554839,0.627288892683
seed2,layers.m_w_read,9,"[512, 512]",512,512,262144,50.9718023774,12.3046584209,17.1601411982,175.910881441,202,260,362,392,442,0.0777335685982,0.145194097774,0.229348684075,0.332808585008,0.392737010018,0.460415564863,0.537263690472,0.627526964456
seed2,layers.m_w_read,10,"[512, 512]",512,512,262144,51.0991507144,11.3606930801,20.2310167615,212.888555196,217,274,370,399,445,0.0845297162211,0.159049912086,0.250602472096,0.360773939033,0.424179259392,0.495164076403,0.575361307609,0.668385767819
seed2,layers.m_w_read,11,"[512, 512]",512,512,262144,52.1141814052,11.0824425175,22.1126537713,211.3818518,215,272,369,398,445,0.0840301490428,0.157592763382,0.247820971071,0.35773266565,0.421707660989,0.492881039288,0.573151818128,0.666839157092
seed2,layers.m_w_out,0,"[512, 512]",512,512,262144,42.2695802551,18.9361171375,4.98280633077,67.4236210624,80,107,210,265,363,0.0250534932993,0.0468252110785,0.0746451955464,0.111106336793,0.137291673403,0.179453103547,0.254938002903,0.385171373827
seed2,layers.m_w_out,1,"[512, 512]",512,512,262144,42.7556205365,20.768047604,4.2383331085,98.0063394901,173,234,343,377,433,0.0644927760892,0.121187047356,0.193598928817,0.28399026337,0.337798362255,0.399653234903,0.471906526443,0.559664132799
seed2,layers.m_w_out,2,"[512, 512]",512,512,262144,43.490583296,18.5241281646,5.5120723666,127.791595198,188,248,352,384,436,0.0705488047732,0.132760121511,0.211554645223,0.308741714554,0.365482861527,0.430126827725,0.504799977303,0.594659272794
seed2,layers.m_w_out,3,"[512, 512]",512,512,262144,44.6348459225,17.5919761125,6.43752348787,138.018582063,191,250,354,386,437,0.072043951729,0.13559269065,0.214625721921,0.312885364516,0.370682242081,0.436104613106,0.511064076438,0.600069406559
seed2,layers.m_w_out,4,"[512, 512]",512,512,262144,44.815461105,16.1297636766,7.71968766993,167.060262508,208,267,365,395,443,0.0801987945365,0.15082874383,0.238631573452,0.344749400902,0.40605705635,0.474174145509,0.551192744889,0.640388682097
seed2,layers.m_w_out,5,"[512, 512]",512,512,262144,45.4982614082,17.3124526098,6.90672887463,166.551953118,214,272,369,398,445,0.0841681218053,0.156898465935,0.246515251359,0.354578405897,0.41683048997,0.485479956097,0.562666404848,0.651753164068
seed2,layers.m_w_out,6,"[512, 512]",512,512,262144,46.2048642174,16.9882946992,7.39734415406,178.600331823,218,276,372,401,447,0.0865873592173,0.160860501707,0.253014285111,0.363746808712,0.427433331814,0.497535367869,0.576400002558,0.667033331791
seed2,layers.m_w_out,7,"[512, 512]",512,512,262144,45.6732688554,15.3640669486,8.83714149821,194.192962384,221,277,373,402,447,0.0877843546739,0.162895170137,0.256390442495,0.368707895237,0.433396633051,0.504955947905,0.585271658009,0.677363408501
seed2,layers.m_w_out,8,"[512, 512]",512,512,262144,44.5823723735,12.3089144653,13.1185804332,203.433802512,224,280,374,402,448,0.0888017518449,0.165644481971,0.260409569264,0.374247514641,0.439607594426,0.5117369581,0.591462938611,0.682219204245
seed2,layers.m_w_out,9,"[512, 512]",512,512,262144,45.4828340157,15.7336772149,8.35669521437,189.950632465,223,280,374,402,448,0.0886507471944,0.165117061348,0.259888027486,0.373644778073,0.438736520015,0.510091141838,0.589275102008,0.678865464117
seed2,layers.m_w_out,10,"[512, 512]",512,512,262144,45.5893147746,17.2752277316,6.96431757533,176.04699451,222,279,373,402,447,0.0881354260245,0.1643992806,0.258354803885,0.36974013473,0.433476606654,0.503891426164,0.582057547566,0.670447696969
seed2,layers.m_w_out,11,"[512, 512]",512,512,262144,46.4184295219,17.6471179768,6.91884031785,176.621516447,223,280,374,402,448,0.0890469977637,0.165611068643,0.259379397026,0.371910627156,0.436112978378,0.50626535174,0.584388688271,0.673288307837
seed2,layers.m_proj_w,0,"[512, 1024]",512,1024,524288,44.7966119646,8.47332176487,27.950072623,222.040526572,242,316,435,464,499,0.149845299502,0.218824412589,0.297002038939,0.388295493409,0.441004396118,0.499811620389,0.568161217238,0.653563570372
seed2,layers.m_proj_w,1,"[512, 1024]",512,1024,524288,51.2698740039,6.70322932013,58.5000646794,309.632983582,295,362,458,480,504,0.193546576691,0.27917979978,0.373436628684,0.47934932248,0.537980685743,0.601391886045,0.671505182102,0.751009854015
seed2,layers.m_proj_w,2,"[512, 1024]",512,1024,524288,54.1788605808,7.31698335403,54.8271410788,305.958811938,294,361,458,480,504,0.193076717352,0.278370728995,0.371670558838,0.476259542159,0.534232917473,0.597337247579,0.666707414363,0.745199109158
seed2,layers.m_proj_w,3,"[512, 1024]",512,1024,524288,55.5232856453,7.31041498515,57.6854459164,309.787729744,295,362,459,481,504,0.194407323716,0.280347845689,0.375067169149,0.481070630137,0.539577182935,0.602582177407,0.671788991618,0.749723565623
seed2,layers.m_proj_w,4,"[512, 1024]",512,1024,524288,57.1500125924,7.09786741135,64.8301305232,321.909207414,302,368,461,482,505,0.201317491302,0.289514212867,0.385737967089,0.492742697948,0.551525375867,0.61476739949,0.684245076306,0.761802029448
seed2,layers.m_proj_w,5,"[512, 1024]",512,1024,524288,57.9508980057,7.43512841371,60.7495958309,325.513619327,305,370,463,483,505,0.204152254411,0.293366475438,0.389766298039,0.496864152146,0.555668586145,0.619004634932,0.688056909412,0.765024475523
seed2,layers.m_proj_w,6,"[512, 1024]",512,1024,524288,59.3699178324,7.81461358598,57.7188779177,318.418815499,303,369,462,482,505,0.202630240682,0.291076846559,0.38662152267,0.492811195355,0.551139538572,0.613867911174,0.682344447022,0.758924344578
seed2,layers.m_proj_w,7,"[512, 1024]",512,1024,524288,59.9521503387,7.02299213558,72.8727511117,327.046350842,303,369,462,482,505,0.202544997998,0.291412374358,0.388318690177,0.496190750931,0.555414050602,0.619286105975,0.68904771206,0.767091236022
seed2,layers.m_proj_w,8,"[512, 1024]",512,1024,524288,60.2803063332,7.59006029555,63.0754633339,302.059496015,290,359,457,480,504,0.190540366156,0.274091425006,0.365528508801,0.468562493348,0.52551842936,0.587706445567,0.656650449993,0.736644365984
seed2,layers.m_proj_w,9,"[512, 1024]",512,1024,524288,59.5942852599,10.070132769,35.0218301852,274.277538517,285,355,455,478,503,0.186063349194,0.26828126812,0.357996421034,0.458890573627,0.514425140049,0.574440983027,0.640262056487,0.715052113593
seed2,layers.m_proj_w,10,"[512, 1024]",512,1024,524288,59.1009928993,7.71800109714,58.6380989853,321.599162381,303,369,462,483,505,0.203229180505,0.291488337277,0.387235446873,0.493577086434,0.552155389546,0.614961915559,0.683542566607,0.760628238772
seed2,layers.m_proj_w,11,"[512, 1024]",512,1024,524288,60.5620972733,8.30000973296,53.2408045315,305.330612292,297,365,460,481,504,0.197368030952,0.283454424863,0.377284563017,0.481481915962,0.538610149813,0.600136550799,0.667686215377,0.744248388876
